"","IsolateID","X","percent","reads","taxon_id","taxon_name","realm","kingdom","phylum","class","RelativeAbundance","relab_pct","Fungal_Order","Fungal_Family","Fungal_species","Fungal_Genus","Fungal_class"
"104","K21",566,0.051653,1,1643326,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"105","K21",513,0.103306,2,2070181,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"106","K21",501,0.051653,1,1168281,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"107","K21",273,0.206612,4,455364,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0727272727272727,7.27272727272727,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"108","K21",73,0.206612,4,2946167,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.8,80,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"109","K21",557,0.051653,1,382685,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"110","K21",591,0.154959,3,2731619,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.75,75,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"111","K21",335,0.051653,1,115987,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.5,50,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"112","K21",82,0.051653,1,1868826,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"113","K21",146,0.051653,1,2811091,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.125,12.5,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"114","K21",459,0.051653,1,2107708,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses",0.0625,6.25,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"115","K21",486,0.051653,1,459770,"Viruses","unclassified dsRNA viruses","unclassified dsRNA viruses","unclassified dsRNA viruses","unclassified dsRNA viruses",0.0555555555555556,5.55555555555556,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"116","K21",568,0.051653,1,2530033,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"117","K21",29,0.051653,1,1982880,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"118","K21",19,0.051653,1,2060617,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0277777777777778,2.77777777777778,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"119","K21",142,0.103306,2,2126985,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0740740740740741,7.40740740740741,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"120","K21",63,0.051653,1,1898060,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.2,20,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"121","K21",5,0.051653,1,2584487,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.1,10,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"122","K21",145,0.051653,1,2024608,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0344827586206897,3.44827586206897,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"123","K21",508,0.051653,1,1136534,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"124","K21",147,0.051653,1,3080801,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.2,20,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"125","K21",404,0.103306,2,1474867,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.133333333333333,13.3333333333333,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"126","K21",444,0.051653,1,1126885,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"127","K21",39,0.051653,1,46242,"Viruses","Varidnaviria","Helvetiavirae","Dividoviricota","Naldaviricetes",0.05,5,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"128","K21",592,0.051653,1,1984773,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"129","K21",541,0.051653,1,2843380,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"130","K21",622,0.051653,1,10239,"Viruses","unidentified","unidentified","unidentified","unidentified",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"131","K21",274,0.206612,4,2023057,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0506329113924051,5.06329113924051,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"132","K21",423,0.051653,1,40521,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"133","K21",424,0.051653,1,2041344,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"134","K21",548,0.051653,1,446529,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"135","K21",441,0.103306,2,198538,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"136","K21",91,0.154959,3,2052899,"Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes",0.130434782608696,13.0434782608696,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"137","K21",442,0.051653,1,59241,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"138","K21",496,0.051653,1,2231639,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"139","K21",81,0.051653,1,1981159,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"140","K21",575,0.051653,1,2843466,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"141","K21",458,0.051653,1,2060084,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses",0.03125,3.125,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"142","K21",396,0.051653,1,2696340,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.0285714285714286,2.85714285714286,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"143","K21",143,0.103306,2,3044648,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.181818181818182,18.1818181818182,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"144","K21",569,0.051653,1,2843450,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"145","K21",355,0.051653,1,2059380,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",0.5,50,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"146","K21",515,0.051653,1,1194641,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"147","K21",53,0.103306,2,1572712,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"148","K21",144,0.051653,1,212035,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0158730158730159,1.58730158730159,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"149","K21",507,0.103306,2,2788787,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"150","K21",51,0.051653,1,2014434,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"151","K21",140,0.258264,5,2094720,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0746268656716418,7.46268656716418,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"152","K21",576,0.154959,3,1792032,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"153","K21",519,0.206612,4,2884420,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.666666666666667,66.6666666666667,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"154","K21",572,0.103306,2,2932878,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"155","K21",223,0.051653,1,754053,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"156","K21",277,0.051653,1,2079134,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0714285714285714,7.14285714285714,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"157","K21",141,0.206612,4,3060017,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0769230769230769,7.69230769230769,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"158","K21",354,0.051653,1,109981,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",0.0416666666666667,4.16666666666667,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"159","K21",546,0.051653,1,754042,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.333333333333333,33.3333333333333,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"160","K21",516,0.051653,1,2843363,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"161","K21",353,0.051653,1,67082,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",0.5,50,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"162","K21",545,0.051653,1,1589751,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"163","K21",624,0.051653,1,2732007,"Viruses","unidentified","unidentified","unidentified","unidentified",0.25,25,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"164","K21",544,0.051653,1,1913112,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Botryosphaeriales","Botryosphaeriaceae","Lasiodiplodia missouriana","Lasiodiplodia","Dothideomycetes"
"165","K30",325,0.010021,1,1917232,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.166666666666667,16.6666666666667,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"166","K30",392,0.010021,1,11764,"Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes",1,100,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"167","K30",420,0.020042,2,2696340,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.0571428571428571,5.71428571428571,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"168","K30",593,0.010021,1,2731619,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.25,25,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"169","K30",193,0.020042,2,3044648,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.181818181818182,18.1818181818182,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"170","K30",473,0.010021,1,2060084,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses",0.03125,3.125,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"171","K30",324,0.010021,1,755272,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.5,50,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"172","K30",189,0.040084,4,2094720,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0597014925373134,5.97014925373134,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"173","K30",220,0.010021,1,3044472,"Viruses","Duplodnaviria","Heunggongvirae","Peploviricota","Herviviricetes",0.333333333333333,33.3333333333333,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"174","K30",196,0.010021,1,2024608,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0344827586206897,3.44827586206897,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"175","K30",192,0.020042,2,2126985,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0740740740740741,7.40740740740741,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"176","K30",498,0.010021,1,1903266,"Viruses","unidentified","unidentified","unidentified","unidentified",0.333333333333333,33.3333333333333,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"177","K30",95,0.030063,3,2052899,"Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes",0.130434782608696,13.0434782608696,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"178","K30",494,0.010021,1,459770,"Viruses","unclassified dsRNA viruses","unclassified dsRNA viruses","unclassified dsRNA viruses","unclassified dsRNA viruses",0.0555555555555556,5.55555555555556,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"179","K30",190,0.030063,3,2126984,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.272727272727273,27.2727272727273,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"180","K30",474,0.010021,1,2107708,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses",0.0625,6.25,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"181","K30",603,0.010021,1,2732523,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0769230769230769,7.69230769230769,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"182","K30",639,0.010021,1,2732007,"Viruses","unidentified","unidentified","unidentified","unidentified",0.25,25,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"183","K30",197,0.010021,1,2811091,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.125,12.5,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"184","K30",68,0.010021,1,10492,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.25,25,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"185","K30",323,0.010021,1,10501,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.333333333333333,33.3333333333333,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"186","K30",549,0.010021,1,2843422,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"187","K30",393,0.010021,1,11807,"Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes",0.0666666666666667,6.66666666666667,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"188","K30",188,0.060126,6,3060017,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.115384615384615,11.5384615384615,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"189","K30",191,0.020042,2,212035,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0317460317460317,3.17460317460317,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"190","K30",322,0.030063,3,251749,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0882352941176471,8.82352941176471,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"191","K30",372,0.010021,1,44088,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",0.25,25,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"192","K30",195,0.010021,1,693272,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.25,25,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"193","K30",537,0.010021,1,2733104,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.0833333333333333,8.33333333333333,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"194","K30",50,0.010021,1,546805,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"195","K30",536,0.010021,1,889956,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"196","K30",374,0.010021,1,2059380,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",0.5,50,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"197","K30",638,0.010021,1,2080449,"Viruses","unidentified","unidentified","unidentified","unidentified",0.166666666666667,16.6666666666667,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"198","K30",321,0.040084,4,455364,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0727272727272727,7.27272727272727,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"199","K30",637,0.020042,2,257816,"Viruses","unidentified","unidentified","unidentified","unidentified",0.0555555555555556,5.55555555555556,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"200","K30",8,0.010021,1,2584487,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.1,10,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"201","K30",535,0.010021,1,445700,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",1,100,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"202","K30",411,0.010021,1,1474867,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0666666666666667,6.66666666666667,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"203","K30",373,0.010021,1,109981,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",0.0416666666666667,4.16666666666667,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"204","K30",320,0.070147,7,2023057,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.0886075949367089,8.86075949367089,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"205","K30",371,0.010021,1,10241,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes",1,100,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"206","K30",194,0.020042,2,3080801,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.4,40,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"207","K5",1,0.255102,1,2584487,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.1,10,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"208","K5",607,0.510204,2,257816,"Viruses","unidentified","unidentified","unidentified","unidentified",0.0555555555555556,5.55555555555556,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"209","K5",608,0.255102,1,10442,"Viruses","unidentified","unidentified","unidentified","unidentified",0.142857142857143,14.2857142857143,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"210","K5",609,0.255102,1,2732007,"Viruses","unidentified","unidentified","unidentified","unidentified",0.25,25,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"211","K5",448,0.255102,1,2107708,"Viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses","unclassified dsDNA viruses",0.0625,6.25,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"212","K5",46,0.510204,2,995049,"Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes",0.666666666666667,66.6666666666667,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"213","K5",100,0.765306,3,2024608,"Viruses","Varidnaviria","Bamfordvirae","Nucleocytoviricota","Megaviricetes",0.103448275862069,10.3448275862069,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"214","K5",88,0.510204,2,2696340,"Viruses","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes",0.0571428571428571,5.71428571428571,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"215","K5",89,0.510204,2,2052899,"Viruses","Riboviria","Pararnavirae","Artverviricota","Revtraviricetes",0.0869565217391304,8.69565217391304,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
