"","IsolateID","reads","taxon_id","taxon_name","realm","kingdom","phylum","class","order","family","genus","species","RelativeAbundance","relab_pct","Fungal_Order","Fungal_Family","Fungal_species","Fungal_Genus","Fungal_class"
"815","K30",1,2483611,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",1,100,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"816","K30",1,2502409,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.0625,6.25,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"817","K30",1,2502431,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.125,12.5,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"818","K30",2,44088,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.055555556,5.555555556,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"819","K30",2,109981,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.037735849,3.773584906,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"820","K30",2,186789,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.0625,6.25,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"821","K30",2,459770,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.048780488,4.87804878,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"822","K30",4,2847055,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.059701493,5.970149254,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"823","K30",3,381899,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.033333333,3.333333333,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"824","K30",3,683735,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.088235294,8.823529412,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"825","K30",3,755272,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.107142857,10.71428571,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"826","K30",3,1805958,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.085714286,8.571428571,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"827","K30",3,2059855,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.375,37.5,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"828","K30",3,2080449,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.09375,9.375,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"829","K30",2,10492,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.25,25,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"830","K30",2,10682,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.086956522,8.695652174,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"831","K30",2,549779,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.068965517,6.896551724,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"832","K30",2,558016,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",1,100,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"833","K30",2,563769,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.066666667,6.666666667,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"834","K30",2,564886,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.074074074,7.407407407,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"835","K30",2,573591,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.076923077,7.692307692,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"836","K30",2,754042,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.086956522,8.695652174,"Pleosporales","Didymosphaeriaceae","Didymosphaeria sp.","Didymosphaeria","Dothideomycetes"
"837","K5",2,1849539,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.5,50,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"838","K5",2,1857844,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.111111111,11.11111111,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"839","K5",2,1720324,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.086956522,8.695652174,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"840","K5",2,1842663,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.153846154,15.38461538,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"841","K5",2,2107708,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.044444444,4.444444444,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"842","K5",2,2560098,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.153846154,15.38461538,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"843","K5",2,2590946,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.142857143,14.28571429,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"844","K5",2,2678601,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.153846154,15.38461538,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"845","K5",2,2732523,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.05,5,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"846","K5",2,2732977,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.25,25,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"847","K5",2,2805750,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.117647059,11.76470588,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"848","K5",2,1903266,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.08,8,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"849","K5",2,1918725,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.222222222,22.22222222,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"850","K5",2,1960658,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.0625,6.25,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"851","K5",2,1981158,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.105263158,10.52631579,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"852","K5",2,2024264,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.133333333,13.33333333,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"853","K5",2,2080449,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.0625,6.25,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"854","K5",45,1590550,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.152027027,15.2027027,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"855","K5",32,3060017,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.07079646,7.079646018,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"856","K5",22,2731619,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.082397004,8.239700375,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"857","K5",20,482822,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.078431373,7.843137255,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"858","K5",19,2094720,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.058461538,5.846153846,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"859","K5",18,2023057,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.057877814,5.78778135,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"860","K5",16,2024608,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.077669903,7.766990291,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"861","K5",15,212035,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.047021944,4.702194357,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"862","K5",15,1530085,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.174418605,17.44186047,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"863","K5",14,2716351,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.083333333,8.333333333,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"864","K5",13,2946167,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.086666667,8.666666667,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"865","K5",12,1754217,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.226415094,22.64150943,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"866","K5",10,2126985,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.070422535,7.042253521,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"867","K5",9,2884420,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.173076923,17.30769231,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"868","K5",8,12242,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.285714286,28.57142857,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"869","K5",8,251749,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.049689441,4.968944099,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"870","K5",8,257816,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.06504065,6.504065041,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"871","K5",8,2060084,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.067226891,6.722689076,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"872","K5",8,2060617,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.046783626,4.678362573,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"873","K5",8,2696340,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.08,8,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"874","K5",8,2733104,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.137931034,13.79310345,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"875","K5",8,3044648,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.066666667,6.666666667,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"876","K5",7,455364,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.029045643,2.904564315,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"877","K5",7,1474867,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.079545455,7.954545455,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"878","K5",7,2716352,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.082352941,8.235294118,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"879","K5",7,2847058,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.083333333,8.333333333,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"880","K5",6,1917232,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.111111111,11.11111111,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"881","K5",6,2283028,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.088235294,8.823529412,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"882","K5",6,2847055,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.089552239,8.955223881,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"883","K5",5,1815968,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.102040816,10.20408163,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"884","K5",5,2014434,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.074626866,7.462686567,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"885","K5",5,2070181,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.151515152,15.15151515,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"886","K5",5,2079134,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.05952381,5.952380952,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"887","K5",5,2733124,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.108695652,10.86956522,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"888","K5",5,2788787,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.128205128,12.82051282,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"889","K5",4,11807,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.056338028,5.633802817,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"890","K5",4,46242,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.093023256,9.302325581,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"891","K5",4,109981,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.075471698,7.547169811,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"892","K5",4,115987,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.117647059,11.76470588,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"893","K5",4,186765,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.038095238,3.80952381,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"894","K5",4,549779,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.137931034,13.79310345,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"895","K5",4,1335230,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.210526316,21.05263158,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"896","K5",4,1346893,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.173913043,17.39130435,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"897","K5",4,1805958,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.114285714,11.42857143,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"898","K5",4,2053981,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.16,16,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"899","K5",4,2126984,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.052631579,5.263157895,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"900","K5",3,59241,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.157894737,15.78947368,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"901","K5",3,181083,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.047619048,4.761904762,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"902","K5",3,381899,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.033333333,3.333333333,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"903","K5",3,683735,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.088235294,8.823529412,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"904","K5",3,754042,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.130434783,13.04347826,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"905","K5",3,755272,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.107142857,10.71428571,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"906","K5",3,880159,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.068181818,6.818181818,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"907","K5",3,1124654,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.107142857,10.71428571,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"908","K5",3,1150991,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.166666667,16.66666667,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"909","K5",3,2006671,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.142857143,14.28571429,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"910","K5",3,2584487,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.058823529,5.882352941,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"911","K5",3,2733139,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.057692308,5.769230769,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"912","K5",3,2843450,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.230769231,23.07692308,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"913","K5",2,10239,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.086956522,8.695652174,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"914","K5",2,10294,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.133333333,13.33333333,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"915","K5",2,10442,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.117647059,11.76470588,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"916","K5",2,10506,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.1,10,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"917","K5",2,10682,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.086956522,8.695652174,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
"918","K5",2,37665,"Viruses","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified","Unidentified",0.068965517,6.896551724,"Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis kenyana","Pestalotiopsis","Sordariomycetes"
